,longitudes,latitudes,spatial_counts,id
1964,-121.9,39.3,1.16885058325e-06,0.0
1965,-121.9,39.4,1.3435002425900001e-06,0.0
1966,-121.9,39.5,1.4980365028800003e-06,0.0
1967,-121.9,39.6,1.60816467984e-06,0.0
1968,-121.9,39.7,1.6612999188100002e-06,0.0
1969,-121.9,39.8,1.65318710617e-06,0.0
1970,-121.9,39.9,1.5829421687e-06,0.0
1971,-121.9,40.0,1.45158004444e-06,0.0
1972,-121.9,40.1,1.26516392851e-06,0.0
1973,-121.9,40.2,1.03878086857e-06,0.0
1974,-121.9,40.3,7.9660286356e-07,0.0
1975,-121.9,40.4,5.6642588211e-07,0.0
1976,-121.9,40.5,1.291449761047846e-06,0.0
1977,-121.9,40.6,1.9182139400768876e-06,0.0
1978,-121.9,40.7,9.5791115852e-07,0.0
1979,-121.9,40.8,9.22220950229e-07,0.0
1980,-121.9,40.9,1.509964683639428e-06,0.0
1981,-121.9,41.0,8.47518221606e-07,0.0
1982,-121.9,41.1,6.382023231244e-07,0.0
1983,-121.9,41.2,3.3209764572349996e-07,0.0
1984,-121.9,41.3,1.036572957362e-07,0.0
1985,-121.9,41.4,2.20553160044e-09,0.0
1986,-121.9,41.5,2.0119599054e-09,0.0
1987,-121.9,41.6,1.77321864153e-09,0.0
1988,-121.9,41.7,1.43844887988e-09,0.0
1989,-121.9,41.8,1.0777932919800001e-09,0.0
1990,-121.9,41.9,5.504110461366482e-08,0.0
1991,-121.9,42.0,4.961820097000001e-10,0.0
1992,-121.9,42.1,3.19451348141e-10,0.0
1993,-121.9,42.2,0.0,0.0
1994,-121.9,42.3,0.0,1.0
1995,-121.9,42.4,0.0,1.0
1996,-121.9,42.5,0.0,1.0
1997,-121.9,42.6,0.0,1.0
1998,-121.9,42.7,0.0,1.0
1999,-121.9,42.8,0.0,1.0
2000,-121.9,42.9,0.0,1.0
2001,-121.8,34.4,3.4688766598999997e-06,1.0
2002,-121.8,34.5,3.9635665646e-06,1.0
2003,-121.8,34.6,4.271246869399999e-06,1.0
2004,-121.8,34.7,4.3734981283e-06,0.0
2005,-121.8,34.8,4.3094545229999995e-06,0.0
2006,-121.8,34.9,4.1666621561999995e-06,0.0
2007,-121.8,35.0,4.0599907403e-06,0.0
2008,-121.8,35.1,4.1058118593e-06,0.0
2009,-121.8,35.2,4.3971449192e-06,0.0
2010,-121.8,35.3,4.9816838373e-06,0.0
2011,-121.8,35.4,5.8490543786e-06,0.0
2012,-121.8,35.5,7.406818647e-06,0.0
2013,-121.8,35.6,9.094916658999999e-06,0.0
2014,-121.8,35.7,1.0174238681e-05,0.0
2015,-121.8,35.8,1.1060574883e-05,0.0
2016,-121.8,35.9,1.23507323174e-05,0.0
2017,-121.8,36.0,1.4382333046199999e-05,0.0
2018,-121.8,36.1,1.72009791239e-05,0.0
2019,-121.8,36.2,2.0791542768e-05,0.0
2020,-121.8,36.3,2.4835455963999998e-05,0.0
2021,-121.8,36.4,2.920350612e-05,0.0
2022,-121.8,36.5,3.3404984664e-05,0.0
2023,-121.8,36.6,3.7293105719e-05,0.0
2024,-121.8,36.7,4.1623640994e-05,0.0
2025,-121.8,36.8,4.3520793243e-05,0.0
2026,-121.8,36.9,3.9156380253e-05,0.0
2027,-121.8,37.0,3.2427000246e-05,0.0
2028,-121.8,37.1,2.7354446193999997e-05,0.0
2029,-121.8,37.2,2.2989556401899997e-05,0.0
2030,-121.8,37.3,3.286375973986982e-05,0.0
2031,-121.8,37.4,7.033053064236635e-05,0.0
2032,-121.8,37.5,1.4032326375199999e-05,0.0
2033,-121.8,37.6,1.2206183851999998e-05,0.0
2034,-121.8,37.7,9.3625503288e-06,0.0
2035,-121.8,37.8,7.4998607013e-06,0.0
2036,-121.8,37.9,0.00016932551652949464,0.0
2037,-121.8,38.0,0.00010580049626427948,0.0
2038,-121.8,38.1,3.9109057874e-06,0.0
2039,-121.8,38.2,2.9749392295e-06,0.0
2040,-121.8,38.3,2.22607981817e-06,0.0
2041,-121.8,38.4,1.66873691886e-06,0.0
2042,-121.8,38.5,1.2786293347600001e-06,0.0
2043,-121.8,38.6,1.01595186671e-06,0.0
2044,-121.8,38.7,8.4305933935e-07,0.0
2045,-121.8,38.8,7.3714651667e-07,0.0
2046,-121.8,38.9,6.924062423200001e-07,0.0
2047,-121.8,39.0,7.1272009412e-07,0.0
2048,-121.8,39.1,8.000529227e-07,0.0
2049,-121.8,39.2,9.4480132134e-07,0.0
2050,-121.8,39.3,1.1232038166200001e-06,0.0
2051,-121.8,39.4,1.30313280677e-06,0.0
2052,-121.8,39.5,1.45398739352e-06,0.0
2053,-121.8,39.6,1.5549577267900002e-06,0.0
2054,-121.8,39.7,1.59715159852e-06,0.0
2055,-121.8,39.8,1.5797562237000001e-06,0.0
2056,-121.8,39.9,1.50459100796e-06,0.0
2057,-121.8,40.0,1.3741502910100002e-06,0.0
2058,-121.8,40.1,1.19446498228e-06,0.0
2059,-121.8,40.2,9.792213402600001e-07,0.0
2060,-121.8,40.3,7.503697968800001e-07,0.0
2061,-121.8,40.4,5.3339318567e-07,0.0
2062,-121.8,40.5,7.797541049757928e-07,0.0
2063,-121.8,40.6,7.406243642765257e-07,0.0
2064,-121.8,40.7,7.9879681883e-07,0.0
2065,-121.8,40.8,4.63054546883e-07,0.0
2066,-121.8,40.9,2.9462097984119994e-06,0.0
2067,-121.8,41.0,6.347900363730039e-07,0.0
2068,-121.8,41.1,3.356257636683064e-08,0.0
2069,-121.8,41.2,2.18497190711e-09,0.0
2070,-121.8,41.3,1.4458883961384448e-07,0.0
2071,-121.8,41.4,3.951942963672051e-07,0.0
2072,-121.8,41.5,8.7556135872e-10,0.0
2073,-121.8,41.6,7.8754030378e-10,0.0
2074,-121.8,41.7,6.5641602802e-10,0.0
2075,-121.8,41.8,5.107272732300001e-10,0.0
2076,-121.8,41.9,3.7631458415000003e-10,0.0
2077,-121.8,42.0,2.6932075946299996e-10,0.0
2078,-121.8,42.1,1.9445963723699997e-10,0.0
2079,-121.8,42.2,0.0,0.0
2080,-121.8,42.3,0.0,1.0
2081,-121.8,42.4,0.0,1.0
2082,-121.8,42.5,0.0,1.0
2083,-121.8,42.6,0.0,1.0
2084,-121.8,42.7,0.0,1.0
2085,-121.8,42.8,0.0,1.0
2086,-121.8,42.9,0.0,1.0
2087,-121.7,34.3,3.4289047373999995e-06,1.0
2088,-121.7,34.4,4.151733049999999e-06,1.0
2089,-121.7,34.5,4.7460758397e-06,0.0
2090,-121.7,34.6,5.1349091399000004e-06,0.0
2091,-121.7,34.7,5.291636126100001e-06,0.0
2092,-121.7,34.8,5.250069137800001e-06,0.0
2093,-121.7,34.9,5.0967843113e-06,0.0
2094,-121.7,35.0,4.9517416591e-06,0.0
2095,-121.7,35.1,4.9433849263e-06,0.0
2096,-121.7,35.2,5.1826014779e-06,0.0
2097,-121.7,35.3,5.8041859776e-06,0.0
2098,-121.7,35.4,7.1507993002e-06,0.0
2099,-121.7,35.5,8.696147948e-06,0.0
2100,-121.7,35.6,9.674208223999999e-06,0.0
2101,-121.7,35.7,1.06076491225e-05,0.0
2102,-121.7,35.8,1.1953968101400002e-05,0.0
2103,-121.7,35.9,1.3675165091600001e-05,0.0
2104,-121.7,36.0,1.58584466589e-05,0.0
2105,-121.7,36.1,1.855069136e-05,0.0
2106,-121.7,36.2,2.17377312881e-05,0.0
2107,-121.7,36.3,2.5546125659e-05,0.0
2108,-121.7,36.4,2.9669744937e-05,0.0
2109,-121.7,36.5,3.4433636845e-05,0.0
2110,-121.7,36.6,3.9132610585000004e-05,0.0
2111,-121.7,36.7,4.1950461171e-05,0.0
2112,-121.7,36.8,3.9007141571e-05,0.0
2113,-121.7,36.9,3.3029099786e-05,0.0
2114,-121.7,37.0,2.8806815296999998e-05,0.0
2115,-121.7,37.1,2.4702112564e-05,0.0
2116,-121.7,37.2,3.806791933038065e-05,0.0
2117,-121.7,37.3,2.6362456380679825e-05,0.0
2118,-121.7,37.4,1.45541532888e-05,0.0
2119,-121.7,37.5,1.1731553593599998e-05,0.0
2120,-121.7,37.6,8.903182729199999e-06,0.0
2121,-121.7,37.7,6.7413073486e-06,0.0
2122,-121.7,37.8,5.5533574428e-06,0.0
2123,-121.7,37.9,8.848947485069459e-05,0.0
2124,-121.7,38.0,6.467182680523492e-05,0.0
2125,-121.7,38.1,2.7767562446000004e-06,0.0
2126,-121.7,38.2,2.0918768910400002e-06,0.0
2127,-121.7,38.3,1.55357407627e-06,0.0
2128,-121.7,38.4,1.1603359592800001e-06,0.0
2129,-121.7,38.5,8.923478045900001e-07,0.0
2130,-121.7,38.6,7.2049332243e-07,0.0
2131,-121.7,38.7,6.184749697900001e-07,0.0
2132,-121.7,38.8,5.714816855399999e-07,0.0
2133,-121.7,38.9,5.7714700745e-07,0.0
2134,-121.7,39.0,6.3928479339e-07,0.0
2135,-121.7,39.1,7.582449185299999e-07,0.0
2136,-121.7,39.2,9.2299620053e-07,0.0
2137,-121.7,39.3,1.10944311598e-06,0.0
2138,-121.7,39.4,1.2863130733200001e-06,0.0
2139,-121.7,39.5,1.4248851542800001e-06,0.0
2140,-121.7,39.6,1.5071486995800002e-06,0.0
2141,-121.7,39.7,1.5278723468900003e-06,0.0
2142,-121.7,39.8,1.4905053214200001e-06,0.0
2143,-121.7,39.9,1.40107441797e-06,0.0
2144,-121.7,40.0,1.2652054652e-06,0.0
2145,-121.7,40.1,1.08999625559e-06,0.0
2146,-121.7,40.2,8.877825030200001e-07,0.0
2147,-121.7,40.3,6.7728212476e-07,0.0
2148,-121.7,40.4,4.800467104999999e-07,0.0
2149,-121.7,40.5,5.9262080597874e-07,0.0
2150,-121.7,40.6,1.88773714401e-07,0.0
2151,-121.7,40.7,1.7395111056123296e-07,0.0
2152,-121.7,40.8,1.6754042466255527e-07,0.0
2153,-121.7,40.9,1.3878945907743257e-06,0.0
2154,-121.7,41.0,7.31460750630053e-07,0.0
2155,-121.7,41.1,3.9505828266e-09,0.0
2156,-121.7,41.2,1.52569473097e-09,0.0
2157,-121.7,41.3,6.730158862500001e-10,0.0
2158,-121.7,41.4,3.339052191706149e-07,0.0
2159,-121.7,41.5,2.89718956252e-10,0.0
2160,-121.7,41.6,2.73676866088e-10,0.0
2161,-121.7,41.7,2.44507271982e-10,0.0
2162,-121.7,41.8,2.0923560069799996e-10,0.0
2163,-121.7,41.9,1.74986127234e-10,0.0
2164,-121.7,42.0,1.4674323897300001e-10,0.0
2165,-121.7,42.1,1.2645744205e-10,0.0
2166,-121.7,42.2,0.0,0.0
2167,-121.7,42.3,0.0,1.0
2168,-121.7,42.4,0.0,1.0
2169,-121.7,42.5,0.0,1.0
2170,-121.7,42.6,0.0,1.0
2171,-121.7,42.7,0.0,1.0
2172,-121.7,42.8,0.0,1.0
2173,-121.7,42.9,0.0,1.0
2174,-121.6,34.2,3.2478142534e-06,1.0
2175,-121.6,34.3,4.1268562305e-06,1.0
2176,-121.6,34.4,4.9783839975e-06,0.0
2177,-121.6,34.5,5.687324766599999e-06,0.0
2178,-121.6,34.6,6.162727786200001e-06,0.0
2179,-121.6,34.7,6.3669363650000005e-06,0.0
2180,-121.6,34.8,6.327370511e-06,0.0
2181,-121.6,34.9,6.1307097443e-06,0.0
2182,-121.6,35.0,5.9051182653999995e-06,0.0
2183,-121.6,35.1,5.7958862353999995e-06,0.0
2184,-121.6,35.2,6.139477180100001e-06,0.0
2185,-121.6,35.3,7.0971096152e-06,0.0
2186,-121.6,35.4,8.226649591000001e-06,0.0
2187,-121.6,35.5,8.946419574e-06,0.0
2188,-121.6,35.6,9.8983300977e-06,0.0
2189,-121.6,35.7,1.1446007208400001e-05,0.0
2190,-121.6,35.8,1.31306985507e-05,0.0
2191,-121.6,35.9,1.5044273585999999e-05,0.0
2192,-121.6,36.0,1.7093453702e-05,0.0
2193,-121.6,36.1,1.93785294983e-05,0.0
2194,-121.6,36.2,2.2289509659199998e-05,0.0
2195,-121.6,36.3,2.5750768898999997e-05,0.0
2196,-121.6,36.4,2.9251321506e-05,0.0
2197,-121.6,36.5,3.3291109573999996e-05,0.0
2198,-121.6,36.6,3.6491358219999996e-05,0.0
2199,-121.6,36.7,3.5769332962e-05,0.0
2200,-121.6,36.8,3.2601785123e-05,0.0
2201,-121.6,36.9,2.9475330989e-05,0.0
2202,-121.6,37.0,2.5926726955e-05,0.0
2203,-121.6,37.1,2.2630735242699997e-05,0.0
2204,-121.6,37.2,2.097892432336142e-05,0.0
2205,-121.6,37.3,1.54189213887e-05,0.0
2206,-121.6,37.4,1.19468653437e-05,0.0
2207,-121.6,37.5,8.473714533099999e-06,0.0
2208,-121.6,37.6,6.0969423692e-06,0.0
2209,-121.6,37.7,4.890088621200001e-06,0.0
2210,-121.6,37.8,3.9387427867e-06,0.0
2211,-121.6,37.9,3.1455706264e-06,0.0
2212,-121.6,38.0,2.4639450824e-06,0.0
2213,-121.6,38.1,1.88323275214e-06,0.0
2214,-121.6,38.2,1.4088600503300001e-06,0.0
2215,-121.6,38.3,1.04603649659e-06,0.0
2216,-121.6,38.4,7.899374617199999e-07,0.0
2217,-121.6,38.5,6.247252182699999e-07,0.0
2218,-121.6,38.6,5.2949246647e-07,0.0
2219,-121.6,38.7,4.8641947564e-07,0.0
2220,-121.6,38.8,4.867010193899999e-07,0.0
2221,-121.6,38.9,5.3075781361e-07,0.0
2222,-121.6,39.0,6.2271568137e-07,0.0
2223,-121.6,39.1,7.6206053271e-07,0.0
2224,-121.6,39.2,9.3686490877e-07,0.0
2225,-121.6,39.3,1.1227497294800002e-06,0.0
2226,-121.6,39.4,1.2889276477200001e-06,0.0
2227,-121.6,39.5,1.4080039183e-06,0.0
2228,-121.6,39.6,1.4642978919500002e-06,0.0
2229,-121.6,39.7,1.45610200259e-06,0.0
2230,-121.6,39.8,1.3914848039200001e-06,0.0
2231,-121.6,39.9,1.28148900419e-06,0.0
2232,-121.6,40.0,1.13584236807e-06,0.0
2233,-121.6,40.1,9.6341139734e-07,0.0
2234,-121.6,40.2,7.7526250891e-07,0.0
2235,-121.6,40.3,1.163022896510843e-06,0.0
2236,-121.6,40.4,1.1931399892440556e-06,0.0
2237,-121.6,40.5,2.6913458433e-07,0.0
2238,-121.6,40.6,8.363441477402349e-07,0.0
2239,-121.6,40.7,1.7675012696293737e-06,0.0
2240,-121.6,40.8,1.6754042466255527e-07,0.0
2241,-121.6,40.9,2.0837455613334457e-07,0.0
2242,-121.6,41.0,3.969564452065306e-07,0.0
2243,-121.6,41.1,3.2845347612999997e-09,0.0
2244,-121.6,41.2,1.1946562859000002e-09,0.0
2245,-121.6,41.3,4.4334129059e-10,0.0
2246,-121.6,41.4,1.77423106502e-10,0.0
2247,-121.6,41.5,1.0008951845000399e-10,0.0
2248,-121.6,41.6,1.0002032551022039e-10,0.0
2249,-121.6,41.7,4.1e-10,0.0
2250,-121.6,41.8,4.1e-10,0.0
2251,-121.6,41.9,4.1e-10,0.0
2252,-121.6,42.0,4.1e-10,0.0
2253,-121.6,42.1,4.1e-10,0.0
2254,-121.6,42.2,0.0,0.0
2255,-121.6,42.3,0.0,1.0
2256,-121.6,42.4,0.0,1.0
2257,-121.6,42.5,0.0,1.0
2258,-121.6,42.6,0.0,1.0
2259,-121.6,42.7,0.0,1.0
2260,-121.6,42.8,0.0,1.0
2261,-121.6,42.9,0.0,1.0
2262,-121.5,34.1,2.9601223269e-06,1.0
2263,-121.5,34.2,3.8944355225e-06,1.0
2264,-121.5,34.3,4.9186367225e-06,0.0
2265,-121.5,34.4,5.9141700971e-06,0.0
2266,-121.5,34.5,6.747214066400001e-06,0.0
2267,-121.5,34.6,7.308671355200001e-06,0.0
2268,-121.5,34.7,7.5470079314e-06,0.0
2269,-121.5,34.8,7.4828751834e-06,0.0
2270,-121.5,34.9,7.2054364511e-06,0.0
2271,-121.5,35.0,6.855643649400001e-06,0.0
2272,-121.5,35.1,6.9378132739999995e-06,0.0
2273,-121.5,35.2,7.414692452999999e-06,0.0
2274,-121.5,35.3,7.873969526000001e-06,0.0
2275,-121.5,35.4,8.237189134000002e-06,0.0
2276,-121.5,35.5,9.0803992056e-06,0.0
2277,-121.5,35.6,1.0634429327299999e-05,0.0
2278,-121.5,35.7,1.24666521623e-05,0.0
2279,-121.5,35.8,1.4399052713e-05,0.0
2280,-121.5,35.9,1.6208943463e-05,0.0
2281,-121.5,36.0,1.7982591079300002e-05,0.0
2282,-121.5,36.1,2.00645228773e-05,0.0
2283,-121.5,36.2,2.26077961135e-05,0.0
2284,-121.5,36.3,2.5402888831e-05,0.0
2285,-121.5,36.4,2.8106736167e-05,0.0
2286,-121.5,36.5,3.0192827218999996e-05,0.0
2287,-121.5,36.6,3.1124026371e-05,0.0
2288,-121.5,36.7,3.0676573147999997e-05,0.0
2289,-121.5,36.8,2.901175479e-05,0.0
2290,-121.5,36.9,2.6083262686e-05,0.0
2291,-121.5,37.0,2.37961041687e-05,0.0
2292,-121.5,37.1,2.05811707103e-05,0.0
2293,-121.5,37.2,1.5742719024599998e-05,0.0
2294,-121.5,37.3,1.1377777171e-05,0.0
2295,-121.5,37.4,7.7998624799e-06,0.0
2296,-121.5,37.5,5.7279016729e-06,0.0
2297,-121.5,37.6,4.3949589529e-06,0.0
2298,-121.5,37.7,3.4241915061000004e-06,0.0
2299,-121.5,37.8,2.6886172433e-06,0.0
2300,-121.5,37.9,2.10241681403e-06,0.0
2301,-121.5,38.0,1.6205440899700003e-06,0.0
2302,-121.5,38.1,1.2264839301400001e-06,0.0
2303,-121.5,38.2,9.173260226600001e-07,0.0
2304,-121.5,38.3,6.9217413769e-07,0.0
2305,-121.5,38.4,5.4481809486e-07,0.0
2306,-121.5,38.5,4.6254678143e-07,0.0
2307,-121.5,38.6,4.3000867996e-07,0.0
2308,-121.5,38.7,4.3482675235e-07,0.0
2309,-121.5,38.8,4.7194117723999997e-07,0.0
2310,-121.5,38.9,5.4353992422e-07,0.0
2311,-121.5,39.0,6.5409862202e-07,0.0
2312,-121.5,39.1,8.028177756000001e-07,0.0
2313,-121.5,39.2,9.775010304200001e-07,0.0
2314,-121.5,39.3,1.15390989838e-06,0.0
2315,-121.5,39.4,1.30193502669e-06,0.0
2316,-121.5,39.5,1.3955180991500001e-06,0.0
2317,-121.5,39.6,1.42116874105e-06,0.0
2318,-121.5,39.7,1.3804718797099999e-06,0.0
2319,-121.5,39.8,1.28589576506e-06,0.0
2320,-121.5,39.9,1.15339746006e-06,0.0
2321,-121.5,40.0,9.968529223100001e-07,0.0
2322,-121.5,40.1,8.269978195600001e-07,0.0
2323,-121.5,40.2,6.5363292718e-07,0.0
2324,-121.5,40.3,2.0821237905770285e-06,0.0
2325,-121.5,40.4,2.177991909815259e-06,0.0
2326,-121.5,40.5,2.2016881007099999e-07,0.0
2327,-121.5,40.6,5.600023121381857e-07,0.0
2328,-121.5,40.7,1.1180939069543294e-06,0.0
2329,-121.5,40.8,3.042093701803542e-06,0.0
2330,-121.5,40.9,1.093034943123968e-07,0.0
2331,-121.5,41.0,3.969564452065306e-07,0.0
2332,-121.5,41.1,2.6698028409e-09,0.0
2333,-121.5,41.2,9.840624397e-10,0.0
2334,-121.5,41.3,3.7724925982e-10,0.0
2335,-121.5,41.4,1.62453045662e-10,0.0
2336,-121.5,41.5,4.1e-10,0.0
2337,-121.5,41.6,4.1e-10,0.0
2338,-121.5,41.7,4.1e-10,0.0
2339,-121.5,41.8,4.1e-10,0.0
2340,-121.5,41.9,4.1e-10,0.0
2341,-121.5,42.0,4.1e-10,0.0
2342,-121.5,42.1,4.1e-10,0.0
2343,-121.5,42.2,0.0,0.0
2344,-121.5,42.3,0.0,1.0
2345,-121.5,42.4,0.0,1.0
2346,-121.5,42.5,0.0,1.0
2347,-121.5,42.6,0.0,1.0
2348,-121.5,42.7,0.0,1.0
2349,-121.5,42.8,0.0,1.0
2350,-121.5,42.9,0.0,1.0
2351,-121.4,34.0,2.6212227570999997e-06,1.0
2352,-121.4,34.1,3.5015574908e-06,1.0
2353,-121.4,34.2,4.5701427274000005e-06,0.0
2354,-121.4,34.3,5.743641534199999e-06,0.0
2355,-121.4,34.4,6.8860573758e-06,0.0
2356,-121.4,34.5,7.8417848106e-06,0.0
2357,-121.4,34.6,8.480500211900001e-06,0.0
2358,-121.4,34.7,8.734883125799999e-06,0.0
2359,-121.4,34.8,8.6191692317e-06,0.0
2360,-121.4,34.9,8.2279103491e-06,0.0
2361,-121.4,35.0,8.190446573e-06,0.0
2362,-121.4,35.1,8.231720639000001e-06,0.0
2363,-121.4,35.2,7.951987324e-06,0.0
2364,-121.4,35.3,7.823825055e-06,0.0
2365,-121.4,35.4,8.2925551936e-06,0.0
2366,-121.4,35.5,9.558038046500001e-06,0.0
2367,-121.4,35.6,1.13835249683e-05,0.0
2368,-121.4,35.7,1.3487643391e-05,0.0
2369,-121.4,35.8,1.5422956674999998e-05,0.0
2370,-121.4,35.9,1.71282067415e-05,0.0
2371,-121.4,36.0,1.8856682301499998e-05,0.0
2372,-121.4,36.1,2.0701582419399998e-05,0.0
2373,-121.4,36.2,2.2653320176599997e-05,0.0
2374,-121.4,36.3,2.4657258927999997e-05,0.0
2375,-121.4,36.4,2.6458894109e-05,0.0
2376,-121.4,36.5,2.7649779109999998e-05,0.0
2377,-121.4,36.6,3.167704079459599e-05,0.0
2378,-121.4,36.7,2.7079330475999996e-05,0.0
2379,-121.4,36.8,2.5606201057e-05,0.0
2380,-121.4,36.9,2.35080141516e-05,0.0
2381,-121.4,37.0,2.07020736375e-05,0.0
2382,-121.4,37.1,1.5779811280400002e-05,0.0
2383,-121.4,37.2,1.07336870853e-05,0.0
2384,-121.4,37.3,7.755321651799999e-06,0.0
2385,-121.4,37.4,5.680452139300001e-06,0.0
2386,-121.4,37.5,4.1693248522000006e-06,0.0
2387,-121.4,37.6,3.0988145154e-06,0.0
2388,-121.4,37.7,2.33937880517e-06,0.0
2389,-121.4,37.8,1.7845602295200002e-06,0.0
2390,-121.4,37.9,1.36213387471e-06,0.0
2391,-121.4,38.0,1.0321277277e-06,0.0
2392,-121.4,38.1,7.7685467342e-07,0.0
2393,-121.4,38.2,5.8984381546e-07,0.0
2394,-121.4,38.3,4.6749131592999995e-07,0.0
2395,-121.4,38.4,4.0334110799e-07,0.0
2396,-121.4,38.5,3.8668589640999996e-07,0.0
2397,-121.4,38.6,4.0511564374999996e-07,0.0
2398,-121.4,38.7,4.4875333375999995e-07,0.0
2399,-121.4,38.8,5.1398759779e-07,0.0
2400,-121.4,38.9,6.035746760900001e-07,0.0
2401,-121.4,39.0,7.2218094379e-07,0.0
2402,-121.4,39.1,8.692474836500001e-07,0.0
2403,-121.4,39.2,1.03313895012e-06,0.0
2404,-121.4,39.3,1.1906406335799999e-06,0.0
2405,-121.4,39.4,1.3131173903300002e-06,0.0
2406,-121.4,39.5,1.37641802517e-06,0.0
2407,-121.4,39.6,1.3694130625600003e-06,0.0
2408,-121.4,39.7,1.29663501373e-06,0.0
2409,-121.4,39.8,1.1741558243999998e-06,0.0
2410,-121.4,39.9,1.02184648473e-06,0.0
2411,-121.4,40.0,8.568537976400001e-07,0.0
2412,-121.4,40.1,8.495377141732252e-07,0.0
2413,-121.4,40.2,5.3351132638e-07,0.0
2414,-121.4,40.3,3.9057576124e-07,0.0
2415,-121.4,40.4,2.6868846886e-07,0.0
2416,-121.4,40.5,1.72191600904e-07,0.0
2417,-121.4,40.6,1.02064458265e-07,0.0
2418,-121.4,40.7,2.3975228040462857e-06,0.0
2419,-121.4,40.8,7.203794059104352e-06,0.0
2420,-121.4,40.9,1.2728784128600001e-08,0.0
2421,-121.4,41.0,5.3398573965e-09,0.0
2422,-121.4,41.1,2.06971985541e-09,0.0
2423,-121.4,41.2,7.783766043800001e-10,0.0
2424,-121.4,41.3,3.1282316469599995e-10,0.0
2425,-121.4,41.4,1.47954261918e-10,0.0
2426,-121.4,41.5,4.1e-10,0.0
2427,-121.4,41.6,4.1e-10,0.0
2428,-121.4,41.7,4.1e-10,0.0
2429,-121.4,41.8,4.1e-10,0.0
2430,-121.4,41.9,4.1e-10,0.0
2431,-121.4,42.0,4.1e-10,0.0
2432,-121.4,42.1,4.1e-10,0.0
2433,-121.4,42.2,0.0,0.0
2434,-121.4,42.3,0.0,1.0
2435,-121.4,42.4,0.0,1.0
2436,-121.4,42.5,0.0,1.0
2437,-121.4,42.6,0.0,1.0
2438,-121.4,42.7,0.0,1.0
2439,-121.4,42.8,0.0,1.0
2440,-121.4,42.9,0.0,1.0
2441,-121.3,33.9,2.30182921108e-06,1.0
2442,-121.3,34.0,3.0461806722999995e-06,1.0
2443,-121.3,34.1,4.0252320641e-06,0.0
2444,-121.3,34.2,5.2157896183e-06,0.0
2445,-121.3,34.3,6.524835557400001e-06,0.0
2446,-121.3,34.4,7.7989543743e-06,0.0
2447,-121.3,34.5,8.860453883299999e-06,0.0
2448,-121.3,34.6,9.5573229198e-06,0.0
2449,-121.3,34.7,9.806444123699999e-06,0.0
2450,-121.3,34.8,9.6840807605e-06,0.0
2451,-121.3,34.9,9.629193552e-06,0.0
2452,-121.3,35.0,9.349909936e-06,0.0
2453,-121.3,35.1,8.458950034999999e-06,0.0
2454,-121.3,35.2,8.0139274055e-06,0.0
2455,-121.3,35.3,8.0763217686e-06,0.0
2456,-121.3,35.4,8.5464445019e-06,0.0
2457,-121.3,35.5,1.00319932701e-05,0.0
2458,-121.3,35.6,1.3985791764987943e-05,0.0
2459,-121.3,35.7,1.4171024429899998e-05,0.0
2460,-121.3,35.8,1.61666307316e-05,0.0
2461,-121.3,35.9,1.8054847969999997e-05,0.0
2462,-121.3,36.0,1.97384541461e-05,0.0
2463,-121.3,36.1,2.11931777085e-05,0.0
2464,-121.3,36.2,2.24991493743e-05,0.0
2465,-121.3,36.3,2.3660625962e-05,0.0
2466,-121.3,36.4,2.4532364288e-05,0.0
2467,-121.3,36.5,3.6883593467843884e-05,0.0
2468,-121.3,36.6,9.591173815428941e-05,0.0
2469,-121.3,36.7,2.3933765399399998e-05,0.0
2470,-121.3,36.8,2.2921141715799997e-05,0.0
2471,-121.3,36.9,2.0167032661e-05,0.0
2472,-121.3,37.0,1.5402239333299997e-05,0.0
2473,-121.3,37.1,1.08596779107e-05,0.0
2474,-121.3,37.2,8.1062037717e-06,0.0
2475,-121.3,37.3,5.8898704214e-06,0.0
2476,-121.3,37.4,4.2179152e-06,0.0
2477,-121.3,37.5,3.0165938637000002e-06,0.0
2478,-121.3,37.6,2.1771750971100002e-06,0.0
2479,-121.3,37.7,1.59266672404e-06,0.0
2480,-121.3,37.8,1.17775263768e-06,0.0
2481,-121.3,37.9,8.749648531899999e-07,0.0
2482,-121.3,38.0,6.5180135735e-07,0.0
2483,-121.3,38.1,4.9270886973e-07,0.0
2484,-121.3,38.2,3.9092331138000005e-07,0.0
2485,-121.3,38.3,3.42298998e-07,0.0
2486,-121.3,38.4,3.4058757663000003e-07,0.0
2487,-121.3,38.5,3.7584063958e-07,0.0
2488,-121.3,38.6,4.3620943503999994e-07,0.0
2489,-121.3,38.7,5.1167489393e-07,0.0
2490,-121.3,38.8,5.979398250999999e-07,0.0
2491,-121.3,38.9,6.971243733600001e-07,0.0
2492,-121.3,39.0,8.1386361426e-07,0.0
2493,-121.3,39.1,9.483994347399999e-07,0.0
2494,-121.3,39.2,1.0907085138300002e-06,0.0
2495,-121.3,39.3,1.2198716187399999e-06,0.0
2496,-121.3,39.4,1.30997606064e-06,0.0
2497,-121.3,39.5,1.33971638428e-06,0.0
2498,-121.3,39.6,1.3006478953100002e-06,0.0
2499,-121.3,39.7,1.19975159706e-06,0.0
2500,-121.3,39.8,1.05543897664e-06,0.0
2501,-121.3,39.9,8.898241451200001e-07,0.0
